question,reasoning,doc_id
What racing title involves competing against the toughest drivers in the galaxy to find elusive Golden Bricks?,Uses the 'galaxy' setting and 'Golden Brick' hook to allow a specialist to identify the title without naming it,390
What is the rating for LEGO Racers 2?,Directly targets the game's title and its rating for a basic search intent,390
Which Cold War era shooter features an interrogated operative named Alex Mason recalling memories of numbers broadcasts?,Uses the specific character 'Alex Mason' and the 'numbers broadcast' hook to identify the game without using the title,545
What Call of Duty title focuses on CIA clandestine black operations between 1961 and 1968?,"Targets the specific time period and thematic focus on CIA black operations, while using the title series name",545
Which game introduces dive-to-prone mechanics and a flashlight for specific weapons while centering on a US-centric campaign?,Focuses on the unique gameplay mechanics like 'dive-to-prone' and the 'US-centric campaign' structure to identify the title,545
Which JRPG prequel involves fighting super-humans called Sinistrals 99 years before the original game?,Includes specific plot hooks like 'super-humans called Sinistrals' and the '99 years' timeline to identify the game.,1178
What RPG has a dungeon system where enemies are visible on-screen and monsters evolve by eating equipment or fruit?,Targets unique mechanics such as visible enemies in dungeons and the Capsule Monsters' evolution method.,1178
How does the game Lufia II: Rise of the Sinistrals handle monster evolution and puzzle solving?,Directly uses the game title to provide a variety of query types and addresses specific gameplay features.,1178
What psychological thriller features a character named Jodie Holmes who becomes a CIA agent over 15 years?,Focuses on the specific character name 'Jodie Holmes' and her career progression as a unique identifier.,1342
Which game stars Elliot Page and Willem Dafoe in a performance-captured story about a girl's life journey?,Uses the A-list actors Elliot Page and Willem Dafoe as distinguishing hooks to identify the title.,1342
Does Beyond: Two Souls allow players to make decisions that affect the outcome of the story?,Directly asks about the game's choice-driven narrative mechanic using the game's title.,1342
"Which RTS game features a conflict between human colonists in the Koprulu Sector, an insectoid swarm, and a powerful psionic race?",Uses the keyword 'Koprulu Sector' and the three-way conflict to uniquely identify the game.,230
How does the plot of StarCraft involve the Zerg Overmind and the Protoss homeworld?,Directly mentions the game title to cover the variety requirement while focusing on the specific plot points of the Overmind and the Protoss homeworld.,230
"What strategy game has factions based on resourceful humans, an assimilating insect swarm, and a technologically advanced alien race?","Highlights the unique combination of factions—resourceful humans, assimilating insects, and psionic aliens—as distinguishing characteristics.",230
What Firaxis strategy game involves leading a secret paramilitary group to stop a global alien invasion?,Mentions the developer 'Firaxis' and the 'secret paramilitary group' to uniquely identify the title.,1318
Which tactical game features a base management system where you research alien tech to defend Earth?,Focuses on the base management and research of alien technology as a key identifying mechanic.,1318
Which game allows you to act as a commander overseeing both high-level resource management and individual soldier movements during combat against extraterrestrials?,Highlights the role of the commander and the dual-layer gameplay of resource management and tactical soldier control.,1318
Which retro RPG involves traveling through time to fight the Sinsitrals on a floating island?,"Uses the 'Sinsitrals', 'floating island', and 'time travel' as specific hooks for a specialist to identify the game.",1177
What game features a companion named Lufia and a plot centered on love and betrayal to stop four masters of Doom?,Focuses on the character 'Lufia' and the narrative themes of 'love and betrayal' and 'four masters of Doom' as identifying markers.,1177
"In Lufia & the Fortress of Doom, how does the game's world scale compare to typical RPGs of its era?",Directly mentions the game title to provide a variety of query types while asking about the game's specific claim regarding its world size.,1177
Who are the main characters in the game where you fight an insect invasion led by Mizar?,Includes specific character names like Mizar and the 'insect invasion' hook to allow a specialist to identify the game,1355
Which Nintendo 64 title involves rescuing enslaved Tribals from a horde of Drones on the planet Goldwood?,Combines the unique setting of Goldwood and the specific enemy types (Drones/Tribals) to target the game,1355
What is the plot of Jet Force Gemini?,Directly asks about the story of the game using its title for variety,1355
"Which simulation game allows you to manage a rail network across the Western US, Great Britain, and Continental Europe?",Includes specific geographic locales like Continental Europe and Great Britain to act as hooks for specialists,962
